subu3, subu, Fail, ChrisDeverall, negresult; exit code 0 (expected -9)
sw10, sw, Pass, QFSW, data-bottom-boundary; exit code 0
sw11, sw, Fail, QFSW, data-below-boundary; exit code 0 (expected -11)
sw12, sw, Pass, QFSW, data-top-boundary; exit code 0
sw13, sw, Fail, QFSW, data-above-boundary; exit code 0 (expected -11)
sw14, sw, Fail, QFSW, instr-bottom-boundary; exit code 0 (expected -11)
sw15, sw, Fail, QFSW, instr-below-boundary; exit code 0 (expected -11)
sw16, lw, Fail, QFSW, instr-top-boundary; exit code 0 (expected -11)
sw17, sw, Pass, QFSW, instr-above-boundary; exit code -11
sw1, sw, Fail, ChrisDeverall, standard; exit code 0 (expected 13)
sw2, sw, Fail, ChrisDeverall, standardneg; exit code 0 (expected -5)
sw3, sw, Pass, ChrisDeverall, misaligned; exit code -11
sw4, sw, Pass, ChrisDeverall, above; exit code -11
sw5, sw, Fail, ChrisDeverall, putc; exit code 0 (expected 'I' as the output; instead received '')
sw6, sw, Fail, ChrisDeverall, instr; exit code 0 (expected -11)
sw7, sw, Fail, QFSW, instr-nops; exit code 0 (expected -11)
sw8, sw, Fail, QFSW, addr-null; exit code 0 (expected -11)
sw9, sw, Fail, QFSW, getc; exit code 0 (expected -11)
xor1, xor, Pass, QFSW, exit code 1
xor2, xor, Fail, QFSW, exit code 1 (expected 2)
xor3, xor, Fail, ChrisDeverall, exit code 14 (expected 0)
xori1, xori, Pass, ChrisDeverall, exit code 31
xori2, xori, Fail, ChrisDeverall, exit code 0 (expected -1)
xori3, xori, Fail, QFSW, zero-extension; exit code 1 (expected 0)
xori4, xori, Fail, QFSW, zero-extension; exit code -1 (expected 0)

